	score	num
BTAF1	342	8
BTBD1	216	6
BTBD10	152	2
BTBD11	221	2
BTBD17	158	2
BTBD18	223	2
BTBD2	271	6
BTBD3	200	8
BTBD6	158	2
BTBD7	234	6
BTBD8	211	2
BTBD9	223	10
BTC	566	40
BTD	339	12
BTF3	443	16
BTG1	390	6
BTG2	553	34
BTG3	412	30
BTG4	151	4
BTK	964	98
BTLA	504	24
BTN2A1	209	6
BTN2A2	209	6
BTN3A1	232	12
BTN3A2	209	10
BTN3A3	232	6
BTNL3	194	4
BTNL8	194	2
BTRC	993	48
BUB1	843	30
BUB1B	730	22
BUB3	280	14
BUD13	416	16
BUD31	375	8
BVES	316	4
BYSL	377	12
BZRAP1	440	6
BZW1	308	16
BZW2	327	12
C10ORF11	473	12
C10ORF99	167	2
C11ORF58	344	2
C12ORF10	432	24
C12ORF4	190	2
C12ORF57	323	8
C12ORF65	192	2
C14ORF1	677	8
C14ORF159	243	2
C14ORF166	479	10
C15ORF48	201	4
C16ORF45	262	8
C16ORF62	197	2
C17ORF104	566	2
C17ORF49	918	2
C17ORF80	189	4
C17ORF85	559	4
C17ORF89	243	8
C17ORF96	286	2
C18ORF32	369	6
C19ORF10	539	10
C19ORF12	212	4
C19ORF33	347	2
C19ORF35	244	12
C19ORF52	528	6
C19ORF57	582	2
C19ORF70	747	4
C19ORF80	964	10
C1D	311	2
C1GALT1	490	16
C1GALT1C1	303	14
C1ORF111	218	2
C1ORF123	150	2
C1ORF168	506	4
C1ORF177	206	2
C1ORF43	186	2
C1ORF85	257	6
C1QA	736	78
C1QB	715	88
C1QBP	901	70
C1QC	745	72
C1QL1	273	4
C1QL2	223	16
C1QL3	167	2
C1QL4	186	2
C1QTNF1	609	12
C1QTNF2	265	22
C1QTNF3	420	14
C1QTNF4	472	34
C1QTNF6	519	18
C1QTNF9	404	10
C1R	646	48
C1RL	539	18
C1S	588	40
C2	921	46
C20ORF194	203	2
C20ORF27	181	2
C21ORF2	305	6
C21ORF59	546	2
C22ORF29	669	26
C2CD2L	272	2
C2CD3	187	2
C2ORF40	418	16
C2ORF43	202	4
C2ORF49	400	8
C2ORF61	188	2
C2ORF71	203	4
C3	997	124
C3AR1	933	74
C3ORF38	174	2
C3ORF58	665	6
C4A	990	106
C4B	991	130
C4BPA	406	28
C4BPB	242	18
C4ORF26	670	2
C5	928	48
C5AR1	926	60
C5ORF30	355	4
C5ORF42	187	2
C6	921	22
C6ORF106	265	8
C6ORF120	900	4
C6ORF15	286	12
C6ORF163	471	2
C6ORF165	396	4
C6ORF211	828	6
C6ORF57	150	2
C6ORF58	254	12
C7	947	18
C7ORF55	171	2
C7ORF60	251	4
C7ORF72	286	4
C8A	907	30
C8B	949	38
C8G	911	20
C8ORF4	254	14
C9	963	28
C9ORF114	201	2
C9ORF142	266	2
C9ORF156	406	6
C9ORF16	167	2
C9ORF24	317	2
C9ORF3	418	8
C9ORF41	177	6
C9ORF64	327	2
C9ORF72	871	62
C9ORF89	183	2
CA1	539	52
CA10	506	38
CA12	352	30
CA13	530	34
CA14	503	10
CA2	478	88
CA3	477	36
CA4	632	60
CA5A	508	12
CA5B	473	10
CA6	416	20
CA7	484	16
CA8	725	28
CA9	727	46
CAAP1	205	4
CAB39	416	16
CAB39L	150	2
CABIN1	973	38
CABLES1	326	12
CABLES2	325	4
CABP1	430	38
CABP2	326	24
CABP4	329	22
CABP5	317	24
CABS1	473	8
CABYR	553	4
CACFD1	165	2
CACHD1	285	14
CACNA1A	551	92
CACNA1B	747	52
CACNA1C	602	80
CACNA1D	378	34
CACNA1E	305	26
CACNA1F	648	14
CACNA1G	677	34
CACNA1H	357	28
CACNA1I	283	16
CACNA1S	417	40
CACNA2D1	347	34
CACNA2D2	357	10
CACNA2D3	272	28
CACNA2D4	247	10
CACNB1	319	10
CACNB2	417	24
CACNB3	177	2
CACNB4	373	18
CACNG1	195	6
CACNG2	579	32
CACNG3	566	22
CACNG4	540	6
CACNG5	549	6
CACNG6	169	2
CACNG7	549	20
CACNG8	608	8
CACTIN	463	6
CACUL1	351	22
CACYBP	916	8
CAD	882	26
CADM1	531	68
CADM2	296	20
CADM3	292	22
CADM4	462	14
CADPS	691	38
CADPS2	586	30
CALB1	758	92
CALB2	790	72
CALCA	966	88
CALCB	900	6
CALCOCO1	912	6
CALCOCO2	246	20
CALCR	953	52
CALCRL	952	24
CALD1	678	30
CALHM2	267	2
CALM1	985	96
CALM2	964	54
CALM3	978	82
CALML3	855	24
CALML4	855	24
CALML5	855	24
CALML6	855	28
CALR	926	120
CALR3	346	22
CALU	930	50
CALY	300	20
CAMK1	829	40
CAMK1D	813	50
CAMK1G	805	22
CAMK2A	962	68
CAMK2B	937	40
CAMK2D	916	38
CAMK2G	925	42
CAMK2N1	372	8
CAMK2N2	291	10
CAMK4	933	74
CAMKK1	312	18
CAMKK2	593	68
CAMKMT	218	6
CAMKV	491	24
CAMLG	311	12
CAMP	915	48
CAMSAP1	319	8
CAMSAP2	270	6
CAMSAP3	342	6
CAMTA1	238	10
CAMTA2	224	4
CAND1	307	20
CAND2	240	10
CANT1	903	8
CANX	901	98
CAP1	902	26
CAP2	292	22
CAPG	680	16
CAPN1	943	86
CAPN10	670	84
CAPN11	670	64
CAPN12	670	62
CAPN13	685	66
CAPN14	670	66
CAPN2	944	84
CAPN3	669	74
CAPN5	670	64
CAPN6	670	68
CAPN7	670	66
CAPN8	670	64
CAPN9	670	66
CAPNS1	909	32
CAPNS2	900	8
CAPRIN1	237	14
CAPRIN2	341	2
CAPS	298	10
CAPS2	276	10
CAPZA1	901	16
CAPZA2	900	20
CAPZA3	900	8
CAPZB	900	38
CARD10	286	32
CARD11	559	72
CARD14	266	34
CARD16	637	26
CARD17	492	18
CARD18	422	14
CARD6	392	8
CARD8	491	28
CARD9	539	42
CARHSP1	216	10
CARKD	907	10
CARM1	964	46
CARNS1	290	14
CARS	455	20
CARS2	341	10
CARTPT	852	58
CASC3	496	12
CASC5	618	14
CASD1	305	6
CASK	696	50
CASKIN1	413	32
CASKIN2	270	30
CASP1	996	112
CASP10	999	32
CASP14	266	24
CASP2	995	56
CASP4	722	46
CASP5	641	46
CASP6	982	80
CASP7	952	70
CASP8	999	128
CASP9	972	110
CASQ1	625	12
CASQ2	464	12
CASR	921	60
CAST	775	48
CASZ1	266	10
CAT	998	174
CATSPER1	544	12
CATSPER2	456	8
CATSPER3	429	6
CATSPER4	209	6
CATSPERB	263	6
CAV1	994	110
CAV2	889	52
CAV3	962	50
CBFA2T2	341	8
CBFA2T3	400	16
CBFB	905	12
CBL	963	68
CBLB	935	28
CBLC	691	22
CBLL1	408	6
CBLN1	262	28
CBLN2	682	12
CBLN4	554	30
CBR1	376	16
CBR3	248	14
CBR4	178	4
CBX1	577	28
CBX2	905	16
CBX3	752	36
CBX4	903	14
CBX5	372	38
CBX6	902	16
CBX7	446	14
CBX8	902	16
CBY1	445	12
CC2D1A	388	18
CC2D1B	199	10
CC2D2A	180	4
CCAR1	499	16
CCBE1	244	4
CCBL1	276	22
CCBL2	264	16
CCDC101	743	6
CCDC103	730	2
CCDC113	165	2
CCDC114	884	2
CCDC115	259	4
CCDC124	165	4
CCDC126	241	4
CCDC13	395	4
CCDC130	156	2
CCDC132	169	2
CCDC136	351	2
CCDC14	607	2
CCDC151	576	4
CCDC155	225	2
CCDC167	242	2
CCDC22	327	4
CCDC23	248	4
CCDC28B	166	2
CCDC3	180	2
CCDC39	782	2
CCDC40	791	2
CCDC47	261	2
CCDC50	221	2
CCDC53	325	8
CCDC59	421	8
CCDC6	538	14
CCDC62	872	16
CCDC63	227	4
CCDC64	210	6
CCDC65	614	8
CCDC67	440	2
CCDC68	243	2
CCDC78	328	6
CCDC8	266	6
CCDC80	224	10
CCDC85C	226	2
CCDC86	212	6
CCDC88A	266	18
CCDC88B	152	4
CCDC88C	226	6
CCDC91	173	2
CCDC93	212	2
CCHCR1	212	4
CCIN	154	2
CCK	914	84
CCKAR	900	26
CCKBR	903	24
CCL1	954	28
CCL11	958	62
CCL13	972	32
CCL14	609	20
CCL15	765	20
CCL16	960	28
CCL17	854	44
CCL18	850	40
CCL19	965	56
CCL2	997	152
CCL20	979	58
CCL21	964	60
CCL22	971	42
CCL23	459	28
CCL24	802	50
CCL25	951	26
CCL26	749	46
CCL27	934	34
CCL28	947	14
CCL3	982	96
CCL3L3	937	44
CCL4	980	86
CCL4L1	964	32
CCL5	993	116
CCL7	985	54
CCL8	962	42
CCM2	354	24
CCM2L	172	2
CCNA1	524	40
CCNA2	933	84
CCNB1	971	78
CCNB1IP1	284	8
CCNB2	972	44
CCNB3	196	16
CCNC	906	26
CCND1	990	164
CCND2	853	72
CCND3	840	46
CCNDBP1	294	2
CCNE1	666	60
CCNE2	498	44
CCNF	340	12
CCNG1	492	44
CCNG2	547	26
CCNH	477	16
CCNI	292	12
CCNK	267	8
CCNL1	351	8
CCNL2	187	8
CCNO	388	14
CCNT1	968	22
CCNT2	285	14
CCNY	222	20
CCNYL1	156	2
CCP110	436	8
CCPG1	273	2
CCR1	958	72
CCR10	919	24
CCR3	919	54
CCR4	925	32
CCR5	984	120
CCR7	919	86
CCR8	911	24
CCR9	919	32
CCRL2	816	52
CCRN4L	510	22
CCS	644	34
CCSER2	154	2
CCT2	915	30
CCT3	917	34
CCT4	915	22
CCT5	915	24
CCT6A	915	16
CCT6B	915	12
CCT7	915	20
CCT8	902	16
CCT8L2	167	2
CCZ1	226	4
CCZ1B	226	4
CD101	214	4
CD109	408	20
CD14	659	56
CD151	545	42
CD160	484	18
CD163	859	82
CD163L1	254	6
CD164	223	12
CD177	908	24
CD180	509	34
CD19	870	90
CD1A	651	46
CD1B	670	40
CD1C	704	60
CD1D	743	66
CD1E	663	40
CD2	796	58
CD200	650	64
CD200R1	717	36
CD207	541	34
CD209	711	66
CD22	836	48
CD226	463	36
CD244	678	52
CD247	937	50
CD248	280	14
CD27	794	50
CD274	923	60
CD276	816	44
CD28	935	84
CD2BP2	485	10
CD300A	926	46
CD300C	379	44
CD300E	273	8
CD300LB	480	32
CD300LD	178	2
CD300LF	764	36
CD300LG	181	6
CD302	245	12
CD320	448	8
CD34	899	138
CD36	954	64
CD37	524	30
CD38	807	70
CD3D	926	52
CD3E	923	44
CD3EAP	900	6
CD3G	927	42
CD4	986	92
CD40	928	128
CD40LG	979	132
CD44	931	148
CD46	921	48
CD47	942	80
CD48	471	46
CD5	898	66
CD52	605	38
CD53	928	42
CD55	665	54
CD58	527	48
CD59	926	70
CD5L	418	34
CD6	593	36
CD63	907	70
CD68	940	124
CD69	835	56
CD7	865	26
CD70	594	28
CD72	390	24
CD74	998	78
CD79A	932	56
CD79B	951	48
CD80	992	100
CD81	623	66
CD82	578	74
CD83	840	48
CD84	282	32
CD86	992	106
CD8A	496	72
CD8B	311	22
CD9	807	74
CD93	927	42
CD96	429	8
CD97	429	28
CD99	398	10
CD99L2	167	4
CDA	905	48
CDAN1	487	12
CDC123	678	16
CDC14A	281	20
CDC14B	227	14
CDC16	900	14
CDC20	935	50
CDC20B	299	10
CDC23	901	14
CDC25A	544	40
CDC25B	426	26
CDC25C	653	42
CDC26	900	2
CDC27	901	24
CDC34	490	34
CDC37	422	14
CDC37L1	450	8
CDC40	250	6
CDC42	971	134
CDC42BPA	403	32
CDC42BPB	281	24
CDC42BPG	262	24
CDC42EP1	188	4
CDC42EP2	211	4
CDC42EP3	243	4
CDC42EP4	271	6
CDC42EP5	176	2
CDC42SE2	222	12
CDC45	666	22
CDC5L	982	32
CDC6	472	42
CDC7	320	30
CDC73	378	10
CDCA2	384	2
CDCA3	882	6
CDCA5	554	8
CDCA7	323	14
CDCA7L	402	8
CDCA8	904	16
CDH1	983	134
CDH10	583	12
CDH11	435	46
CDH12	363	10
CDH13	700	72
CDH15	912	26
CDH16	357	2
CDH17	629	98
CDH18	435	10
CDH19	228	4
CDH2	972	112
CDH20	406	14
CDH22	274	18
CDH23	400	32
CDH24	355	4
CDH26	269	4
CDH3	477	54
CDH4	904	20
CDH5	988	90
CDH6	360	16
CDH7	184	6
CDH8	363	22
CDH9	598	12
CDHR1	232	6
CDHR2	195	2
CDHR3	443	8
CDHR4	186	4
CDHR5	230	8
CDIP1	174	4
CDIPT	390	36
CDK1	994	90
CDK10	199	10
CDK11A	354	12
CDK11B	473	16
CDK12	204	14
CDK13	485	10
CDK14	308	30
CDK15	229	14
CDK16	282	28
CDK17	509	18
CDK18	219	18
CDK19	904	28
CDK2	755	112
CDK20	180	8
CDK2AP1	379	8
CDK2AP2	198	2
CDK3	222	32
CDK4	925	92
CDK5	992	136
CDK5R1	950	62
CDK5R2	339	30
CDK5RAP1	169	4
CDK5RAP2	470	16
CDK5RAP3	185	2
CDK6	922	80
CDK7	578	20
CDK8	923	50
CDK9	929	46
CDKAL1	836	38
CDKL1	289	6
CDKL5	495	24
CDKN1A	980	118
CDKN1B	696	88
CDKN1C	772	56
CDKN2A	761	152
CDKN2AIP	313	4
CDKN2AIPNL	431	4
CDKN2B	477	84
CDKN2C	401	38
CDKN2D	412	32
CDKN3	581	70
CDNF	667	10
CDO1	434	24
CDON	902	8
CDRT1	238	4
CDS1	902	12
CDS2	902	14
CDSN	293	12
CDT1	488	14
CDX1	294	22
CDX2	543	50
CDX4	338	18
CDYL	534	34
CDYL2	470	32
CEACAM1	917	36
CEACAM16	517	16
CEACAM3	916	24
CEACAM4	367	30
CEACAM5	590	50
CEACAM6	900	32
CEACAM7	194	6
CEACAM8	966	30
CEBPA	981	124
CEBPB	988	98
CEBPD	962	80
CEBPE	738	24
CEBPG	486	26
CEBPZ	459	24
CECR1	920	22
CECR2	413	24
CECR5	173	6
CEL	951	68
CELA1	602	34
CELA2A	902	8
CELA2B	224	8
CELA3A	164	4
CELA3B	317	12
CELF2	436	48
CELF3	730	24
CELF4	440	28
CELF5	478	12
CELF6	414	10
CELSR1	414	16
CELSR2	658	40
CELSR3	308	10
CEND1	370	18
CENPA	579	24
CENPE	900	34
CENPF	621	20
CENPH	272	6
CENPI	297	10
CENPJ	551	16
CENPK	288	4
CENPL	225	2
CENPM	366	4
CENPN	484	6
CENPQ	227	4
CENPT	278	10
CENPV	256	10
CENPW	309	8
CEP112	406	4
CEP135	212	6
CEP152	387	8
CEP164	329	6
CEP192	216	4
CEP250	296	14
CEP290	900	16
CEP350	479	14
CEP55	555	12
CEP57	172	2
CEP63	292	4
CEP70	583	16
CEP76	480	6
CEP78	165	2
CEP89	308	4
CEP97	469	6
CEPT1	901	14
CER1	500	6
CERCAM	243	2
CERK	337	18
CERKL	215	8
CERS1	222	16
CERS2	350	24
CERS3	301	16
CERS4	350	20
CERS5	371	18
CERS6	445	24
CES1	928	58
CES2	550	34
CES3	568	26
CETN1	315	18
CETN2	368	22
CETN3	431	18
CETP	942	86
CFB	946	72
CFC1	190	8
CFC1B	183	6
CFD	925	66
CFDP1	210	4
CFH	653	114
CFHR1	390	32
CFHR4	194	4
CFHR5	286	6
CFI	944	58
CFL1	838	96
CFL2	269	30
CFLAR	999	72
CFP	907	46
CFTR	925	106
CGA	951	28
CGB1	164	2
CGB2	174	2
CGB7	295	22
CGGBP1	241	2
CGN	222	12
CGNL1	711	20
CGRRF1	305	4
CHAC1	290	14
CHAC2	219	2
CHAD	267	12
CHAF1A	525	8
CHAF1B	638	16
CHAMP1	165	2
CHCHD1	437	6
CHCHD10	912	10
CHCHD2	948	10
CHCHD3	958	6
CHCHD4	812	8
CHCHD5	907	2
CHCHD6	375	2
CHD1	918	28
CHD1L	300	20
CHD3	908	28
CHD4	912	36
CHD5	270	28
CHD6	458	22
CHD7	910	62
CHD8	919	30
CHD9	906	26
CHDH	817	18
CHEK1	773	62
CHEK2	607	64
CHERP	293	4
CHFR	590	22
CHGA	603	66
CHGB	928	48
CHI3L1	923	64
CHI3L2	235	14
CHIA	438	40
CHIC1	153	2
CHIC2	465	4
CHID1	152	2
CHIT1	922	42
CHKA	931	30
CHKB	903	20
CHL1	638	82
CHM	900	30
CHML	900	6
CHMP1A	269	18
CHMP1B	173	4
CHMP2A	273	18
CHMP2B	795	40
CHMP3	335	14
CHMP4A	230	6
CHMP4B	456	12
CHMP4C	152	2
CHMP5	412	10
CHMP6	313	10
CHMP7	163	2
CHN1	370	12
CHN2	440	22
CHODL	280	12
CHORDC1	400	6
CHP1	527	22
CHP2	261	18
CHPF	347	8
CHPF2	408	6
CHPT1	910	10
CHRAC1	332	6
CHRD	478	36
CHRDL1	907	22
CHRFAM7A	377	26
CHRM1	914	50
CHRM2	928	48
CHRM3	909	24
CHRM4	915	34
CHRM5	908	22
CHRNA1	922	32
CHRNA10	712	12
CHRNA2	960	26
CHRNA3	956	56
CHRNA4	966	78
CHRNA5	956	34
CHRNA6	932	22
CHRNA9	922	30
CHRNB1	901	36
CHRNB3	922	18
CHRNB4	981	50
CHRND	905	18
CHRNE	910	24
CHRNG	908	26
CHST1	493	16
CHST10	469	12
CHST11	416	8
CHST12	567	4
CHST13	506	2
CHST14	441	18
CHST15	481	6
CHST2	352	6
CHST3	422	18
CHST4	454	4
CHST5	253	2
CHST7	428	2
CHST8	471	10
CHST9	340	10
CHSY1	398	16
CHSY3	173	4
CHTF18	780	8
CHTOP	271	8
CHUK	972	68
CHURC1	247	2
CIAO1	414	4
CIAPIN1	507	12
CIB1	712	40
CIB2	293	18
CIC	202	4
CIDEA	754	34
CIDEB	538	34
CIDEC	618	38
CIITA	953	56
CILP	927	14
CIR1	214	4
CIRBP	355	20
CIRH1A	221	2
CISD1	466	14
CISD2	313	16
CISH	679	76
CIT	288	30
CITED1	936	16
CITED2	904	34
CITED4	286	12
CKAP2	310	10
CKAP4	904	28
CKAP5	390	12
CKB	496	26
CKLF	186	2
CKM	562	48
CKMT1A	407	24
CKMT1B	376	22
CKMT2	425	12
CKS1B	717	8
CKS2	578	12
CLASP1	443	8
CLASP2	781	6
CLASRP	402	12
CLC	277	8
CLCA1	509	26
CLCA2	173	2
CLCA4	277	6
CLCC1	306	8
CLCF1	483	16
CLCN1	743	36
CLCN2	355	14
CLCN3	524	24
CLCN4	333	26
CLCN5	325	18
CLCN6	581	10
CLCN7	384	22
CLCNKA	351	8
CLCNKB	228	8
CLDN1	566	44
CLDN10	256	6
CLDN11	321	32
CLDN12	250	8
CLDN14	283	4
CLDN15	228	4
CLDN17	154	2
CLDN18	304	16
CLDN2	689	32
CLDN20	238	2
CLDN22	251	4
CLDN23	215	4
CLDN3	382	24
CLDN4	408	26
CLDN5	650	52
CLDN6	346	18
CLDN7	510	20
CLDN8	187	6
CLDN9	387	12
CLEC10A	578	62
CLEC11A	509	26
CLEC12A	959	42
CLEC12B	361	16
CLEC16A	470	30
CLEC1A	840	18
CLEC1B	371	36
CLEC2A	499	8
CLEC2B	448	26
CLEC2D	349	18
CLEC3A	418	28
CLEC3B	889	54
CLEC4A	704	34
CLEC4C	945	34
CLEC4D	918	36
CLEC4E	613	38
CLEC4F	278	10
CLEC4G	588	12
CLEC4M	398	30
CLEC5A	923	38
CLEC6A	581	34
CLEC7A	736	66
CLEC9A	414	28
CLECL1	314	20
CLGN	287	20
CLIC1	586	46
CLIC2	351	12
CLIC3	228	6
CLIC4	512	28
CLIC5	230	12
CLIC6	202	14
CLINT1	995	30
CLIP1	612	20
CLIP3	903	14
CLK1	405	26
CLK2	282	12
CLK3	282	14
CLK4	529	12
CLMN	361	16
CLMP	243	8
CLN3	663	24
CLN5	813	18
CLN6	738	18
CLN8	683	12
CLNS1A	331	4
CLOCK	453	50
CLP1	261	2
CLPB	558	32
CLPP	644	28
CLPS	323	24
CLPSL1	422	2
CLPTM1	310	16
CLPTM1L	372	8
CLPX	396	24
CLRN1	167	2
CLSPN	335	16
CLSTN1	572	28
CLSTN2	326	26
CLSTN3	388	14
CLTA	974	30
CLTB	973	20
CLTC	985	78
CLTCL1	983	46
CLUAP1	727	6
CLUH	566	12
CLVS1	224	2
CLVS2	333	24
CMA1	800	60
CMAS	307	16
CMBL	282	12
CMC4	900	2
CMKLR1	452	30
CMPK1	336	12
CMPK2	332	26
CMTM1	186	2
CMTM2	186	4
CMTM3	187	6
CMTM4	186	6
CMTM5	230	8
CMTM6	902	14
CMTM7	186	2
CMTM8	271	6
CNBD2	247	12
CNBP	731	34
CNDP1	436	34
CNDP2	517	14
CNEP1R1	190	4
CNFN	279	4
CNGA1	189	4
CNGA2	306	6
CNGA3	628	6
CNGA4	385	4
CNGB1	272	12
CNGB3	623	10
CNIH2	549	4
CNIH3	550	6
CNIH4	177	2
CNKSR1	385	4
CNKSR2	195	10
CNKSR3	160	2
CNN1	476	26
CNN2	900	16
CNN3	441	16
CNNM1	283	12
CNNM2	351	12
CNNM3	547	6
CNNM4	550	12
CNOT1	537	20
CNOT10	229	8
CNOT2	286	48
CNOT3	283	28
CNOT4	216	18
CNOT6	656	18
CNOT6L	335	10
CNOT7	235	10
CNOT8	282	6
CNP	419	22
CNPPD1	246	8
CNPY2	313	2
CNPY3	209	2
CNR1	961	84
CNR2	929	54
CNST	468	12
CNTD1	542	4
CNTF	864	78
CNTFR	749	32
CNTLN	510	8
CNTN1	929	60
CNTN2	987	74
CNTN3	539	16
CNTN4	726	32
CNTN5	587	28
CNTN6	900	46
CNTNAP1	503	28
CNTNAP3	190	6
CNTNAP3B	190	4
CNTNAP4	323	24
CNTNAP5	213	10
CNTRL	338	8
CNTROB	186	4
COA3	353	8
COA4	900	2
COA5	421	4
COA6	930	8
COASY	787	52
COBL	311	16
COBLL1	288	24
COCH	774	14
COG1	932	14
COG2	907	78
COG3	938	14
COG4	933	8
COG5	938	12
COG6	931	12
COG7	944	6
COG8	932	4
COL10A1	615	24
COL11A1	359	32
COL11A2	290	24
COL12A1	264	24
COL13A1	224	2
COL14A1	373	22
COL15A1	214	16
COL16A1	264	10
COL17A1	926	32
COL18A1	915	66
COL19A1	185	10
COL1A1	741	106
COL1A2	701	96
COL24A1	185	2
COL25A1	605	42
COL27A1	231	6
COL28A1	388	20
COL2A1	685	52
COL3A1	570	82
COL4A1	570	56
COL4A2	537	40
COL4A3	510	30
COL4A3BP	297	6
COL4A4	438	16
COL4A5	488	26
COL4A6	475	12
COL5A1	427	32
COL5A2	432	38
COL5A3	254	16
COL6A1	539	42
COL6A2	313	20
COL6A3	275	28
COL6A5	712	6
COL6A6	185	4
COL7A1	454	26
COL8A1	300	24
COL8A2	277	10
COL9A1	375	18
COL9A2	346	18
COL9A3	250	12
COLEC10	493	10
COLEC11	213	6
COLEC12	626	12
COLQ	886	10
COMMD1	529	28
COMMD10	329	8
COMMD2	230	2
COMMD3	230	8
COMMD4	233	4
COMMD5	230	2
COMMD6	254	2
COMMD7	272	2
COMMD8	230	2
COMMD9	230	8
COMP	572	34
COMT	986	124
COMTD1	664	10
COPA	214	2
COPB1	902	44
COPB2	260	18
COPE	453	10
COPG1	282	12
COPG2	461	20
COPS2	513	22
COPS3	286	8
COPS4	292	8
COPS5	918	50
COPS6	478	16
COPS7A	272	6
COPS8	388	10
COPZ1	192	6
COQ10A	286	6
COQ10B	286	2
COQ2	904	30
COQ3	282	16
COQ4	351	4
COQ5	176	2
COQ6	449	14
COQ7	413	10
COQ9	268	12
CORIN	401	32
CORO1A	303	48
CORO1B	405	18
CORO1C	398	16
CORO2A	208	6
CORO2B	283	18
CORO6	404	10
CORO7	208	6
CORT	950	66
COTL1	449	20
COX10	906	32
COX11	286	12
COX15	490	20
COX16	260	2
COX17	943	14
COX18	762	16
COX19	948	4
COX20	171	4
COX4I1	800	60
COX4I2	661	26
COX5A	681	28
COX5B	583	18
COX6A1	292	8
COX6A2	394	8
COX6B1	414	26
COX6B2	268	10
COX6C	437	8
COX7A1	420	10
COX7A2	237	10
COX7A2L	295	4
COX7B	302	4
COX7B2	220	2
COX7C	258	8
COX8A	363	20
COX8C	248	4
CP	967	110
CPA1	332	28
CPA2	302	6
CPA3	474	36
CPA4	302	30
CPA5	302	4
CPA6	375	4
CPAMD8	405	14
CPB1	421	38
CPB2	609	34
CPD	946	14
CPE	603	56
CPEB1	559	18
CPEB2	276	12
CPEB3	481	14
CPEB4	492	10
CPLX1	299	24
CPLX2	509	26
CPLX3	189	14
CPLX4	281	2
CPM	471	12
CPN1	704	24
CPN2	201	4
CPNE1	901	6
CPNE2	273	4
CPNE3	902	6
CPNE5	307	6
CPNE6	489	22
CPNE7	222	2
CPNE8	338	4
CPNE9	370	6
CPO	236	8
CPOX	530	26
CPPED1	903	18
CPQ	254	18
CPS1	991	26
CPSF1	423	12
CPSF2	246	4
CPSF3	231	8
CPSF3L	226	6
CPSF4	206	10
CPSF4L	248	6
CPSF6	214	6
CPSF7	311	4
CPT1A	960	66
CPT1B	664	38
CPT1C	574	36
CPT2	590	42
CPVL	602	34
CPZ	518	6
CR2	755	54
CRABP1	595	18
CRABP2	323	14
CRADD	921	22
CRAT	900	28
CRB1	531	38
CRB2	531	28
CRB3	244	4
CRBN	229	12
CREB1	970	170
CREB3	833	28
CREB3L1	800	8
CREB3L2	809	16
CREB3L3	968	36
CREB3L4	800	18
CREB5	822	16
CREBBP	998	126
CREBL2	440	14
CREBRF	273	2
CREBZF	186	4
CREG1	903	22
CRELD1	232	8
CREM	811	56
CRHBP	996	20
CRHR1	999	90
CRHR2	999	30
CRIM1	207	8
CRIP1	396	18
CRIP2	305	18
CRIPAK	693	2
CRIPT	173	4
CRISP1	265	14
CRISP3	904	12
CRISPLD1	284	4
CRISPLD2	357	10
CRK	980	72
CRKL	971	60
CRLF1	283	10
CRLF2	718	14
CRLS1	596	14
CRMP1	984	30
CRNKL1	290	6
CRNN	530	4
CROCC	326	20
CROT	902	20
CRP	970	136
CRTAC1	286	12
CRTAM	209	4
CRTAP	360	4
CRTC1	632	44
CRTC2	611	36
CRTC3	527	18
CRX	508	20
CRY1	508	46
CRY2	521	40
CRYAB	832	82
CRYBA1	297	14
CRYBA2	212	2
CRYBA4	156	2
CRYBB1	311	4
CRYBB2	203	8
CRYBB3	268	2
CRYGA	186	2
CRYGC	185	10
CRYGD	311	6
CRYGS	341	12
CRYL1	560	22
CRYM	380	18
CRYZ	866	54
CRYZL1	745	10
CS	942	80
CSAD	280	20
CSDC2	349	12
CSDE1	211	10
CSE1L	355	16
CSF1	982	114
CSF1R	881	146
CSF2	993	120
CSF2RA	909	38
CSF2RB	930	52
CSF3	987	88
CSF3R	772	54
CSGALNACT1	369	10
CSGALNACT2	432	6
CSH1	690	28
CSH2	690	30
CSHL1	446	26
CSK	937	60
CSMD1	393	18
CSMD3	330	18
CSN1S1	353	10
CSN2	532	24
CSN3	550	24
CSNK1A1	956	34
CSNK1A1L	778	4
CSNK1D	930	32
CSNK1E	925	28
CSNK1G1	924	16
CSNK1G2	926	16
CSNK1G3	257	18
CSNK2A1	910	60
CSNK2A2	902	50
CSNK2B	906	32
CSPG4	464	40
CSPG5	284	20
CSPP1	199	2
CSRNP1	281	10
CSRNP2	429	6
CSRNP3	510	24
CSRP1	281	16
CSRP2	510	18
CSRP3	433	24
CST1	327	4
CST11	174	2
CST2	298	8
CST4	528	30
CST5	215	6
CST6	250	14
CST7	365	34
CST8	555	18
CST9	575	4
CST9L	202	4
CSTA	909	28
CSTB	979	30
CSTF1	654	22
CSTF2	421	12
CSTF2T	287	12
CSTF3	603	14
CSTL1	204	4
CTAG2	185	2
CTAGE1	150	2
CTAGE4	150	2
CTBP1	663	50
CTBP2	414	34
CTBS	337	26
CTCF	914	90
CTCFL	803	24
CTDNEP1	254	10
CTDP1	254	16
CTDSP1	798	20
CTDSP2	714	18
CTDSPL	719	22
CTDSPL2	259	4
CTF1	933	36
CTGF	925	104
CTH	877	48
CTHRC1	229	6
CTIF	162	2
CTLA4	925	100
CTNNA1	915	62
CTNNA2	933	40
