	score	num
METTL17	292	2
METTL21B	254	4
METTL21C	298	4
METTL22	171	2
METTL2A	371	6
METTL2B	841	8
METTL3	224	6
METTL5	229	4
METTL6	325	4
METTL7A	902	10
METTL7B	215	12
METTL8	346	6
MEX3B	605	8
MEX3C	410	16
MEX3D	380	4
MFAP1	334	8
MFAP2	257	8
MFAP4	285	22
MFAP5	262	8
MFF	469	20
MFGE8	935	62
MFHAS1	621	2
MFI2	934	38
MFN1	906	60
MFN2	795	66
MFNG	958	26
MFSD1	182	2
MFSD10	255	6
MFSD12	183	2
MFSD2A	199	12
MFSD2B	220	10
MFSD3	206	8
MFSD7	225	6
MFSD8	584	12
MGA	903	8
MGAM	903	128
MGARP	500	10
MGAT1	981	14
MGAT2	966	4
MGAT3	588	20
MGAT4A	903	14
MGAT4B	587	6
MGAT4C	529	20
MGAT5	556	24
MGAT5B	264	2
MGEA5	739	54
MGLL	955	60
MGMT	798	48
MGP	566	36
MGRN1	411	14
MGST1	901	26
MGST2	235	4
MGST3	267	4
MIA	448	10
MIA2	403	2
MIA3	919	22
MIB1	936	50
MIB2	931	44
MICA	582	46
MICAL1	853	22
MICAL2	440	18
MICAL3	542	26
MICALCL	209	2
MICALL1	619	14
MICALL2	551	20
MICB	440	26
MICU1	386	22
MID1	900	8
MID1IP1	250	10
MID2	292	6
MIDN	163	6
MIEN1	171	4
MIER1	557	14
MIER2	331	6
MIER3	333	10
MIF	713	66
MIIP	150	2
MILR1	266	6
MINA	198	4
MINK1	255	20
MINOS1	403	4
MINPP1	180	4
MIOS	175	4
MIP	241	4
MIPEP	413	20
MIS12	890	2
MIS18A	282	8
MIS18BP1	390	4
MITD1	349	4
MITF	951	78
MIXL1	424	32
MKI67	709	58
MKKS	347	34
MKL1	482	26
MKL2	299	8
MKLN1	445	8
MKNK1	248	20
MKNK2	528	18
MKRN1	296	6
MKRN2	541	6
MKRN3	347	12
MKS1	150	2
MKX	290	8
MLC1	245	18
MLEC	904	20
MLF1	203	4
MLF2	222	8
MLH1	710	60
MLH3	391	16
MLIP	255	6
MLKL	578	40
MLLT1	472	34
MLLT10	747	26
MLLT11	459	12
MLLT3	437	34
MLLT4	845	40
MLLT6	380	12
MLN	905	28
MLNR	900	6
MLPH	216	2
MLST8	440	24
MLX	426	34
MLXIP	180	12
MLXIPL	735	46
MLYCD	552	20
MMAA	218	8
MMAB	441	18
MMACHC	477	10
MMADHC	471	10
MMD	516	50
MMEL1	605	24
MMP1	945	90
MMP10	900	64
MMP11	903	48
MMP12	914	80
MMP13	914	78
MMP14	809	98
MMP15	572	50
MMP16	515	52
MMP17	713	50
MMP19	902	34
MMP2	979	128
MMP20	901	46
MMP21	333	2
MMP23B	323	6
MMP24	532	54
MMP25	942	50
MMP26	517	4
MMP27	546	38
MMP28	355	18
MMP3	927	112
MMP7	922	80
MMP8	918	76
MMP9	989	156
MMRN1	916	20
MMRN2	378	4
MMS19	371	6
MMS22L	369	2
MN1	254	18
MNAT1	544	6
MND1	238	8
MNDA	937	36
MNS1	330	8
MNT	446	32
MNX1	510	22
MOAP1	424	8
MOB1A	243	2
MOB1B	156	2
MOB2	150	4
MOB4	248	2
MOBP	541	30
MOCOS	378	12
MOCS1	254	6
MOCS2	167	2
MOCS3	316	10
MOG	678	60
MOGAT1	919	18
MOGAT2	904	16
MOGAT3	903	4
MOGS	450	12
MOK	443	6
MON1A	357	8
MON1B	222	6
MON2	450	18
MORC1	282	6
MORC2	190	6
MORC3	297	6
MORF4L1	986	18
MORF4L2	781	10
MORN4	230	2
MOS	603	24
MOSPD1	302	8
MOSPD2	902	10
MOSPD3	302	10
MOV10	900	20
MOV10L1	185	2
MOXD1	425	32
MPC1	288	10
MPC2	707	6
MPDU1	233	4
MPDZ	350	36
MPG	932	6
MPHOSPH10	317	6
MPHOSPH6	175	2
MPHOSPH8	389	42
MPI	738	20
MPL	766	32
MPLKIP	227	8
MPND	383	10
MPP1	289	22
MPP2	505	50
MPP3	304	20
MPP5	800	32
MPP6	457	32
MPP7	599	22
MPPE1	248	4
MPPED1	294	16
MPPED2	398	6
MPST	409	32
MPV17	900	12
MPV17L	226	6
MPV17L2	332	6
MPZ	344	24
MPZL1	250	6
MPZL2	341	8
MPZL3	241	2
MR1	554	4
MRAP	811	122
MRAP2	212	6
MRAS	653	36
MRC1	814	82
MRC2	561	28
MRE11A	943	6
MREG	302	16
MRGBP	691	2
MRGPRD	210	6
MRGPRG	267	4
MRGPRX1	401	2
MRGPRX2	212	6
MRGPRX3	379	6
MRI1	512	12
MRM1	176	4
MRPL1	428	20
MRPL10	189	4
MRPL11	427	10
MRPL12	521	16
MRPL13	637	20
MRPL14	296	8
MRPL15	673	12
MRPL16	767	22
MRPL17	683	12
MRPL18	221	4
MRPL19	628	24
MRPL2	538	26
MRPL20	221	6
MRPL21	432	12
MRPL22	449	6
MRPL24	387	4
MRPL27	686	10
MRPL28	215	2
MRPL3	594	20
MRPL30	628	2
MRPL32	578	10
MRPL33	637	4
MRPL34	400	6
MRPL36	410	10
MRPL37	226	4
MRPL38	415	8
MRPL39	352	24
MRPL4	714	10
MRPL40	543	8
MRPL41	414	4
MRPL43	452	4
MRPL44	630	24
MRPL45	367	12
MRPL46	719	4
MRPL47	665	6
MRPL48	165	2
MRPL49	411	18
MRPL50	182	2
MRPL51	171	2
MRPL53	328	4
MRPL54	306	6
MRPL55	461	2
MRPL9	212	6
MRPS10	838	14
MRPS11	386	14
MRPS12	783	16
MRPS14	516	16
MRPS15	524	22
MRPS16	779	14
MRPS18A	608	10
MRPS18B	342	10
MRPS18C	608	4
MRPS2	763	12
MRPS21	150	2
MRPS22	561	8
MRPS23	205	2
MRPS24	211	2
MRPS25	230	4
MRPS26	197	4
MRPS30	349	4
MRPS31	187	2
MRPS33	204	2
MRPS34	268	2
MRPS35	778	4
MRPS36	167	2
MRPS5	784	16
MRPS6	536	6
MRPS7	519	26
MRPS9	606	12
MRRF	447	30
MRS2	259	12
MRTO4	677	16
MS4A1	437	38
MS4A3	919	46
MS4A6E	941	80
MSC	340	18
MSGN1	592	4
MSH2	906	78
MSH3	406	36
MSH4	457	10
MSH5	269	10
MSH6	466	54
MSI1	341	12
MSI2	343	8
MSL1	998	2
MSL2	998	4
MSL3	978	4
MSLN	932	40
MSLNL	657	2
MSMB	840	22
MSMO1	972	30
MSMP	215	4
MSN	592	66
MSR1	938	80
MSRA	740	28
MSRB1	692	18
MSRB2	487	16
MSRB3	490	22
MSS51	210	2
MST1	553	22
MST1R	634	48
MST4	934	10
MSTN	848	72
MSTO1	361	8
MSX1	369	46
MSX2	564	36
MT-CO2	917	42
MT1A	574	42
MT1B	579	38
MT1E	564	52
MT1F	566	42
MT1G	563	42
MT1H	576	40
MT1M	578	42
MT1X	572	44
MT2A	900	68
MT3	590	68
MT4	580	48
MTA1	961	36
MTA2	913	26
MTA3	933	16
MTAP	351	20
MTBP	540	6
MTCH1	619	8
MTCH2	806	30
MTCP1	351	6
MTDH	650	42
MTF1	420	10
MTF2	417	8
MTFMT	586	18
MTFP1	185	2
MTFR1	179	8
MTFR2	210	4
MTG1	621	10
MTHFD1	989	28
MTHFD2	974	18
MTHFD2L	964	18
MTHFS	686	6
MTHFSD	351	14
MTIF2	307	14
MTIF3	435	10
MTL5	283	4
MTM1	893	16
MTMR1	556	24
MTMR12	216	6
MTMR14	298	8
MTMR2	307	16
MTMR3	203	2
MTMR4	203	2
MTMR6	210	8
MTMR7	161	8
MTMR8	156	6
MTMR9	179	6
MTNR1A	923	26
MTNR1B	923	38
MTO1	311	10
MTOR	901	146
MTPAP	409	4
MTPN	338	38
MTR	995	28
MTRF1	250	8
MTRF1L	290	10
MTRNR2L5	210	6
MTRR	940	42
MTSS1	332	20
MTSS1L	332	12
MTTP	672	46
MTX1	983	8
MTX2	941	4
MTX3	606	8
MUC1	772	62
MUC12	230	16
MUC13	494	20
MUC16	347	16
MUC17	230	14
MUC20	584	20
MUC21	161	4
MUC3A	221	14
MUC4	587	32
MUC5AC	781	50
MUC5B	497	50
MUC6	669	22
MUC7	507	18
MUCL1	181	2
MUL1	905	14
MUM1	447	6
MUS81	737	10
MUSK	910	52
MUSTN1	167	2
MUT	824	40
MUTYH	392	26
MVB12A	739	4
MVB12B	223	4
MVD	633	22
MVK	630	40
MVP	520	16
MX1	628	94
MX2	438	58
MXD1	398	6
MXD3	398	4
MXD4	440	10
MXI1	403	32
MXRA5	216	10
MXRA8	938	20
MYADM	236	6
MYB	960	64
MYBBP1A	900	12
MYBL1	339	22
MYBL2	507	42
MYBPC1	319	10
MYBPC2	163	2
MYBPC3	480	18
MYBPH	275	12
MYBPHL	311	4
MYC	991	196
MYCBP	184	6
MYCBP2	269	8
MYCBPAP	322	4
MYCN	654	88
MYD88	986	110
MYEF2	204	2
MYF5	975	50
MYF6	953	46
MYH1	525	52
MYH10	413	40
MYH11	565	60
MYH13	315	28
MYH14	527	28
MYH15	327	22
MYH2	670	32
MYH3	512	34
MYH4	511	38
MYH6	752	70
MYH7	620	50
MYH8	504	40
MYH9	592	62
MYL1	452	36
MYL10	445	28
MYL12A	448	24
MYL12B	501	32
MYL2	957	50
MYL3	502	38
MYL4	448	36
MYL5	445	26
MYL6	459	32
MYL6B	443	28
MYL7	541	28
MYL9	476	46
MYLIP	978	36
MYLK	610	58
MYLK2	575	14
MYLK3	392	14
MYLK4	276	10
MYLPF	452	30
MYNN	220	6
MYO10	386	24
MYO15A	205	12
MYO16	284	12
MYO18A	421	18
MYO19	583	12
MYO1A	904	18
MYO1B	309	16
MYO1C	971	32
MYO1D	538	20
MYO1E	710	36
MYO1F	447	40
MYO1G	592	42
MYO3A	904	24
MYO3B	429	18
MYO5A	928	22
MYO5B	385	18
MYO6	901	28
MYO7A	289	26
MYO7B	286	20
MYO9A	205	18
MYO9B	278	28
MYOC	477	52
MYOCD	725	98
MYOD1	987	104
MYOF	916	18
MYOG	988	84
MYOM1	229	10
MYOM2	444	34
MYOT	427	10
MYOZ1	161	4
MYOZ2	313	14
MYOZ3	292	8
MYPN	192	10
MYRF	552	14
MYRIP	630	6
MYSM1	396	34
MYT1	313	10
MYT1L	385	28
MYZAP	401	6
MZF1	570	36
MZT1	150	2
N4BP1	265	2
N4BP2	643	4
N4BP2L2	253	2
N4BP3	403	2
N6AMT1	515	4
N6AMT2	333	4
NAA10	349	16
NAA11	261	2
NAA15	313	10
NAA16	279	6
NAA20	225	12
NAA25	305	14
NAA30	171	4
NAA38	235	2
NAA50	400	18
NAA60	196	6
NAAA	347	22
NAALAD2	283	12
NAALADL1	410	16
NAB1	192	6
NAB2	402	24
NABP1	255	4
NABP2	386	2
NACA	288	16
NACA2	208	10
NACAD	209	12
NACC1	226	10
NACC2	419	12
NADK	448	20
NADSYN1	262	8
NAE1	970	26
NAF1	313	6
NAGA	412	16
NAGK	448	16
NAGLU	655	36
NAGPA	620	8
NAGS	990	22
NAIF1	564	6
NAIP	538	52
NALCN	269	18
NAMPT	869	88
NANOG	914	88
NANOS1	282	6
NANOS2	179	4
NANOS3	234	6
NANP	213	10
NANS	646	4
NAP1L1	339	20
NAP1L2	264	18
NAP1L3	264	16
NAP1L4	386	20
NAP1L5	581	20
NAP1L6	264	10
NAPA	904	18
NAPB	900	14
NAPEPLD	246	12
NAPG	900	14
NAPSA	688	22
NARF	268	8
NARFL	350	8
NARS	229	4
NARS2	297	16
NASP	369	16
NAT1	922	20
NAT10	268	8
NAT16	242	2
NAT2	917	40
NAT8	926	4
NAT8L	174	10
NAV1	432	16
NAV2	325	14
NAV3	311	24
NBEA	350	16
NBEAL2	911	10
NBL1	454	24
NBN	950	16
NBR1	611	36
NCALD	402	26
NCAM1	964	118
NCAM2	867	28
NCAN	429	54
NCAPD3	984	10
NCAPG	999	14
NCAPG2	980	6
NCAPH	999	14
NCAPH2	888	4
NCBP1	297	6
NCCRP1	273	10
NCDN	390	10
NCEH1	503	22
NCF1	678	76
NCF2	602	76
NCF4	550	64
NCK1	925	50
NCK2	933	30
NCKAP1	746	30
NCKAP1L	756	28
NCKAP5	192	8
NCKAP5L	365	4
NCKIPSD	336	12
NCL	906	34
NCLN	305	4
NCMAP	177	2
NCOA1	998	64
NCOA2	998	48
NCOA3	985	64
NCOA4	747	26
NCOA5	584	14
NCOA6	991	46
NCOA7	975	14
NCOR1	981	110
NCOR2	983	88
NCR1	553	36
NCR2	473	22
NCR3	561	44
NCR3LG1	499	14
NCS1	313	46
NCSTN	999	122
NDC80	838	20
NDE1	384	16
NDEL1	410	22
NDFIP1	271	6
NDFIP2	271	8
NDN	501	28
NDNF	220	2
NDNL2	344	30
NDOR1	378	26
NDP	718	18
NDRG1	381	32
NDRG2	370	28
NDRG3	297	8
NDRG4	249	14
NDST1	243	12
NDST2	499	6
NDST3	284	4
NDST4	320	6
NDUFA1	511	14
NDUFA10	307	10
NDUFA11	785	6
NDUFA12	235	4
NDUFA13	229	24
NDUFA2	828	8
NDUFA3	426	8
NDUFA4	337	16
NDUFA4L2	169	6
NDUFA5	332	8
NDUFA6	441	30
NDUFA7	293	4
NDUFA8	341	6
NDUFA9	646	30
NDUFAB1	412	40
NDUFAF1	344	4
NDUFAF2	224	8
NDUFAF3	255	12
NDUFAF4	328	10
NDUFAF5	288	12
NDUFAF6	441	46
NDUFAF7	225	6
NDUFB1	207	2
NDUFB10	303	6
NDUFB11	327	16
NDUFB2	352	12
NDUFB3	217	10
NDUFB4	188	2
NDUFB5	368	6
NDUFB6	337	8
NDUFB7	280	6
NDUFB8	945	20
NDUFB9	224	8
NDUFC2	901	8
NDUFS1	610	26
NDUFS2	490	18
NDUFS3	610	22
NDUFS4	411	14
NDUFS5	214	4
NDUFS6	239	8
NDUFS7	538	16
NDUFS8	608	22
NDUFV1	788	24
NDUFV2	536	24
NDUFV3	229	8
NEB	364	22
NEBL	313	12
NECAB1	450	10
NECAB2	245	4
NECAB3	723	8
NECAP1	916	14
NECAP2	915	10
NEDD1	175	2
NEDD4	843	60
NEDD4L	666	52
NEDD8	937	30
NEFH	556	62
NEFM	520	54
NEGR1	574	30
NEIL1	295	16
NEIL2	473	4
NEIL3	359	10
NEK1	289	6
NEK10	377	14
NEK11	164	2
NEK2	387	30
NEK3	226	6
NEK4	275	6
NEK5	164	2
NEK6	372	8
NEK7	215	6
NEK8	283	6
NEK9	246	16
NELL1	441	26
NELL2	441	30
NEMF	305	14
NENF	249	16
NEO1	487	34
NES	743	102
NET1	410	4
NETO1	211	10
NEU1	906	16
NEU2	472	12
NEU3	339	10
NEU4	241	6
NEURL1B	942	10
NEURL2	178	4
NEUROD1	724	78
NEUROD2	340	18
NEUROD4	224	12
NEUROD6	418	36
NEUROG1	669	38
NEUROG2	509	34
NEUROG3	772	30
NEXN	467	20
NF1	556	104
NF2	398	66
NFAM1	900	20
NFASC	758	38
NFAT5	587	50
NFATC1	957	74
NFATC2	948	66
NFATC2IP	277	22
NFATC3	913	26
NFATC4	741	32
NFE2	681	64
NFE2L1	585	44
NFE2L2	996	74
NFE2L3	487	18
NFIA	440	38
NFIB	521	34
NFIC	917	32
NFIL3	737	34
NFIX	309	14
NFKB1	995	120
NFKB2	998	82
NFKBIA	992	104
NFKBIB	803	58
NFKBID	452	28
NFKBIE	945	42
NFKBIL1	470	34
NFKBIZ	671	44
NFRKB	306	6
NFS1	453	22
NFU1	467	14
NFX1	800	6
NFXL1	318	6
NFYA	389	20
NFYB	426	30
NFYC	820	18
NGB	605	74
NGDN	343	24
NGEF	962	20
NGF	966	162
NGFR	996	136
NGFRAP1	922	8
NGLY1	638	8
NGRN	268	2
NHEJ1	229	6
NHLH1	538	12
NHLH2	320	10
NHLRC1	452	20
NHLRC2	900	16
NHLRC3	900	6
NHP2	673	10
NHP2L1	369	10
NHS	215	4
NHSL1	304	8
NHSL2	325	6
NID1	535	66
NID2	571	26
NIF3L1	491	8
NIN	914	16
NINJ1	221	6
NINJ2	313	20
NINL	297	4
NIP7	293	6
NIPA1	548	20
NIPA2	538	16
NIPAL1	202	2
NIPAL2	195	2
NIPBL	767	22
NIPSNAP1	516	6
NISCH	345	26
NIT1	505	22
NIT2	902	12
NKAIN1	266	8
NKAIN2	358	14
NKAIN3	237	2
NKAP	254	12
NKAPL	530	6
NKD1	311	16
NKD2	150	2
NKIRAS1	237	8
NKIRAS2	236	8
NKRF	618	52
NKTR	412	20
NKX1-1	270	6
NKX1-2	319	4
NKX2-1	560	58
NKX2-2	593	42
NKX2-3	587	34
NKX2-4	239	12
NKX2-5	991	72
NKX2-6	201	8
NKX2-8	193	10
NKX3-1	423	28
NKX3-2	385	14
NKX6-1	567	36
NKX6-2	481	42
NKX6-3	250	4
NLE1	396	18
NLGN1	630	48
NLGN2	587	48
NLGN3	767	42
NLGN4X	793	44
NLK	911	10
NLN	521	20
NLRC3	211	10
NLRC4	940	46
NLRC5	584	28
NLRP1	938	40
NLRP10	519	10
NLRP11	161	2
NLRP12	581	20
NLRP14	237	2
NLRP2	455	26
NLRP3	988	106
NLRP4	268	12
NLRP5	242	8
NLRP6	422	26
NLRP7	584	16
NLRP8	167	2
NLRP9	212	6
NLRX1	313	18
NMB	900	6
NMBR	902	12
NMD3	327	4
NME1	652	34
NME2	809	44
NME3	258	16
NME4	320	20
NME5	264	14
NME6	297	14
NME7	293	18
NME9	383	26
NMI	904	4
NMNAT1	322	32
NMNAT2	411	18
NMNAT3	316	8
NMRAL1	471	8
NMRK1	346	24
NMRK2	346	26
NMS	936	8
NMT1	434	22
NMT2	730	8
NMU	952	20
NMUR1	921	14
NMUR2	920	18
NNAT	577	18
NNMT	420	28
NNT	487	24
NOA1	240	8
NOB1	434	14
NOBOX	345	18
NOC2L	276	12
NOC3L	443	22
NOC4L	383	4
NOD1	594	50
NOD2	834	64
NODAL	312	20
NOG	715	64
NOL11	200	2
NOL3	450	26
NOL6	230	12
NOL8	436	4
NOL9	166	4
NOLC1	538	22
NOMO1	171	2
NOMO2	158	2
NONO	416	28
NOP10	524	6
NOP14	828	4
NOP16	382	2
NOP2	345	10
NOP56	454	10
NOP58	250	8
NOP9	276	6
NOS1	930	106
NOS1AP	422	34
NOS2	984	114
NOSIP	980	10
NOSTRIN	984	2
NOTCH1	993	202
NOTCH2	974	64
NOTCH2NL	538	26
NOTCH4	958	62
NOTUM	905	20
NOV	716	24
NOVA1	623	22
NOVA2	641	16
NOX1	681	52
NOX3	410	32
NOX4	754	68
NOX5	530	24
NOXA1	323	22
NOXO1	398	16
NOXRED1	300	8
NPAP1	215	4
NPAS1	474	12
NPAS2	514	38
NPAS3	602	24
NPAS4	768	18
NPAT	521	16
NPB	933	14
NPBWR1	956	16
NPBWR2	958	18
NPC1	713	68
NPC1L1	736	42
NPC2	928	68
NPDC1	353	6
NPEPL1	272	16
NPEPPS	718	58
NPFF	900	8
NPFFR1	903	14
NPFFR2	903	16
NPHP1	681	6
NPHP3	270	12
NPHP4	744	8
NPHS1	997	58
NPHS2	997	30
NPL	322	74
NPLOC4	803	20
NPM1	671	44
NPM2	188	2
NPM3	175	4
NPNT	401	16
NPPA	953	66
NPPB	852	52
NPPC	729	24
NPR1	673	40
NPR2	693	28
NPR3	590	26
NPRL2	800	4
NPRL3	473	10
NPS	985	106
NPSR1	951	40
NPTN	389	20
NPTX1	287	16
NPTX2	556	26
NPVF	769	10
NPW	936	8
NPY1R	997	38
NPY2R	995	30
NPY5R	987	20
NQO1	952	84
NQO2	571	16
NR0B1	963	34
NR0B2	967	62
NR1D1	348	40
NR1D2	260	24
NR1H2	989	58
NR1H3	985	72
NR1H4	768	66
NR1I2	610	60
NR1I3	266	30
NR2C1	458	10
NR2C2	500	38
NR2E1	939	22
NR2F1	909	52
NR2F2	917	60
NR2F6	347	12
NR3C1	955	138
NR3C2	811	72
NR4A1	958	80
NR4A2	730	80
NR4A3	331	46
NR5A1	846	72
NR5A2	937	36
NR6A1	368	20
NRAP	280	6
NRARP	584	36
NRAS	938	86
NRBF2	158	2
NRBP1	223	8
NRBP2	341	2
NRCAM	636	48
NRD1	541	14
NRDE2	162	2
NRF1	993	38
NRG1	788	128
NRG2	903	16
NRG3	907	40
NRG4	900	14
NRGN	602	54
NRIP1	980	32
NRIP2	380	8
NRIP3	427	6
NRK	917	2
NRL	237	28
NRM	204	2
NRN1	521	20
NRP1	995	66
NRP2	998	16
NRSN1	306	10
NRSN2	260	2
NRTN	900	24
NRXN1	567	62
NRXN2	644	46
NRXN3	644	46
NSA2	420	14
NSD1	435	36
NSDHL	779	22
NSF	922	76
NSFL1C	346	10
NSG1	480	8
NSL1	167	4
NSMAF	917	6
NSMCE1	373	4
NSMCE2	498	6
NSMCE4A	496	6
NSUN2	332	12
NSUN3	307	6
NSUN4	395	6
NSUN5	256	4
NSUN6	289	2
NSUN7	643	4
NT5C	520	18
NT5C1A	269	14
NT5C1B	214	10
NT5C2	389	20
NT5DC2	210	4
NT5DC4	292	8
NT5E	691	62
NTAN1	328	18
NTF3	975	84
NTF4	993	76
NTHL1	660	22
NTM	439	26
NTMT1	386	8
NTN1	927	60
NTN3	221	6
NTN4	327	20
NTNG1	398	32
NTNG2	262	24
NTPCR	245	4
NTRK1	991	144
NTRK2	998	126
NTRK3	947	96
NTS	926	84
NTSR1	912	36
NTSR2	906	28
NUAK1	271	10
NUAK2	223	6
NUB1	468	10
NUBP1	343	12
NUBP2	379	10
NUBPL	318	6
NUCB1	950	40
NUCKS1	802	12
NUDC	609	16
NUDCD1	296	8
NUDCD2	165	2
NUDCD3	540	2
NUDT1	524	14
NUDT10	244	4
NUDT11	244	2
NUDT12	364	22
NUDT13	222	2
NUDT14	186	2
NUDT15	244	10
NUDT16	181	4
NUDT16L1	208	2
NUDT18	312	8
NUDT19	901	6
NUDT2	244	4
NUDT21	266	8
NUDT3	429	10
NUDT4	312	6
NUDT5	230	8
NUDT6	203	4
NUDT7	901	6
NUDT9	379	22
NUF2	586	12
NUFIP1	158	2
NUMA1	922	12
NUMB	978	68
NUMBL	898	38
NUP107	527	10
NUP133	496	2
NUP153	822	18
NUP155	328	6
NUP160	315	18
NUP188	185	4
NUP205	519	6
NUP210	282	6
NUP210L	355	6
NUP214	355	14
NUP35	230	4
NUP37	366	10
NUP50	464	4
NUP54	186	4
NUP62	236	10
NUP62CL	250	2
NUP85	610	8
NUP93	171	4
NUP98	268	26
NUPL1	413	4
NUPL2	246	2
NUPR1	739	20
NUS1	386	14
NUSAP1	752	4
NUTF2	401	18
NVL	433	10
NWD1	455	8
NXF1	253	12
NXF2	199	2
NXF2B	199	2
NXF3	199	4
NXF5	398	4
NXN	546	18
NXNL1	269	10
NXNL2	289	4
NXPE4	177	2
NXPH1	390	34
NXPH2	292	6
NXPH3	196	6
NXPH4	188	2
NXT1	262	6
NXT2	220	4
NYAP1	563	62
NYAP2	222	4
NYNRIN	600	10
NYX	443	4
OARD1	278	2
OAS1	919	34
OAS2	916	26
OAS3	906	20
OASL	905	54
OAT	956	44
OAZ1	534	18
OAZ2	171	6
OAZ3	296	8
OBFC1	288	16
OBP2A	165	4
OBP2B	156	2
OBSCN	385	18
OBSL1	226	10
OCA2	716	42
OCIAD1	187	4
OCLN	945	90
OCRL	930	34
OCSTAMP	401	8
ODAM	902	6
ODC1	694	62
ODF1	368	8
ODF2	247	6
ODF3	600	6
ODF4	153	2
OFD1	607	10
OGDH	567	58
OGDHL	298	18
OGFOD1	557	6
OGFOD2	156	2
OGFOD3	177	2
OGFR	212	2
OGG1	717	58
OGN	420	26
OGT	948	78
OIP5	419	6
OIT3	172	2
OLA1	907	32
OLFM1	353	24
OLFM2	548	4
OLFM3	386	18
OLFM4	906	18
OLFML3	358	8
OLIG1	380	44
OLIG2	551	72
OLIG3	448	14
OMA1	342	22
OMD	206	8
OMG	630	30
OMP	324	22
ONECUT1	608	36
ONECUT2	371	14
ONECUT3	250	10
OPA1	687	70
OPA3	355	10
OPCML	538	42
OPHN1	527	24
OPN1SW	476	12
OPN4	903	18
OPN5	183	4
OPRD1	956	108
OPRK1	957	58
OPRL1	957	60
OPRM1	962	82
OPTC	299	6
OPTN	666	64
OR10A4	190	2
OR10A5	267	2
OR10A6	215	2
OR10A7	214	2
OR10C1	191	6
OR10G9	268	2
OR10H1	246	2
OR10R2	161	2
OR10X1	212	2
OR10Z1	284	4
OR11A1	192	2
OR11G2	207	4
OR11H12	186	2
OR12D2	217	4
OR13C8	335	2
OR13C9	171	2
OR13G1	220	2
OR13H1	248	2
OR14C36	197	2
OR14I1	151	2
OR1A1	428	2
OR1B1	295	2
OR1I1	313	2
OR1J1	261	2
OR1J2	187	2
OR1L1	225	4
OR1L6	173	2
OR1M1	431	4
OR1Q1	242	2
OR2A14	212	2
OR2A5	199	4
OR2AE1	384	6
OR2AG1	220	2
OR2AT4	204	2
OR2B11	223	2
OR2B3	198	2
OR2C3	400	2
OR2D2	192	2
OR2F1	212	4
OR2H1	163	2
OR2H2	282	6
OR2J2	211	2
OR2J3	187	2
OR2L13	161	2
OR2L8	185	2
OR2M2	187	2
OR2M4	211	2
OR2M7	250	2
OR2T10	225	2
OR2T29	359	6
OR2T3	267	4
OR2T33	165	2
OR2T34	267	4
OR2T35	211	2
OR2T4	229	4
OR2T5	284	4
OR2W1	462	6
OR2W3	250	4
OR4A15	172	2
OR4A5	167	4
OR4C11	216	2
OR4C12	161	4
OR4C15	282	2
OR4C16	294	2
OR4C6	187	2
OR4F17	188	2
OR4K1	183	2
OR4K15	527	2
OR4K17	265	2
OR4K2	183	2
OR4K5	186	2
OR4M1	163	2
OR4N2	167	2
OR4P4	208	2
OR4S2	386	4
OR51E1	177	2
OR51E2	236	6
OR51F1	152	2
OR51G2	329	2
OR51H1P	535	2
OR51I1	351	2
OR51Q1	215	4
OR52B2	453	2
OR52B4	222	6
OR52E2	150	2
OR52E8	161	2
OR52I1	219	2
OR52I2	219	2
OR52J3	179	2
OR52L1	455	2
OR52M1	225	2
OR52N4	203	2
OR52W1	351	2
OR56A1	384	4
OR56A3	314	2
OR56A4	357	4
OR56B1	357	2
OR56B4	467	2
OR5AP2	171	2
OR5H2	296	2
OR5H6	211	2
OR5J2	237	4
OR5K1	205	4
OR5K3	190	2
OR5L2	349	2
OR5M11	173	2
OR5M3	329	2
OR5M9	173	2
OR5P2	177	4
OR5P3	428	2
OR5R1	313	2
OR5V1	200	2
OR5W2	191	2
OR6A2	170	2
OR6B1	170	2
OR6C1	161	2
OR6C74	159	2
OR6C75	234	2
OR6C76	187	2
OR6K3	167	2
OR6M1	474	2
OR6Y1	189	2
OR7E24	161	2
OR8B3	199	2
OR8D1	268	2
OR8H1	268	2
OR8H3	473	2
OR8J1	266	4
OR8K3	559	4
OR8U1	274	4
OR9G1	402	10
OR9K2	170	2
OR9Q2	186	2
ORAI1	631	26
ORAI2	423	10
ORAI3	432	10
ORAOV1	187	2
ORC1	464	20
ORC2	274	16
ORC3	722	12
ORC4	317	4
ORC5	320	10
ORC6	179	4
ORM1	961	42
ORM2	951	32
ORMDL1	223	4
ORMDL3	900	32
OS9	354	34
OSBP	439	28
OSBP2	325	10
OSBPL10	381	14
OSBPL11	385	6
OSBPL1A	900	22
OSBPL2	300	20
OSBPL3	291	14
OSBPL5	429	20
OSBPL6	333	16
OSBPL7	237	14
OSBPL8	592	12
OSBPL9	322	6
OSCAR	902	26
OSCP1	220	4
OSGEP	463	6
OSGEPL1	291	8
OSGIN1	564	20
OSGIN2	245	6
OSM	925	62
OSMR	814	20
OSR2	486	20
OSTC	182	2
OSTF1	244	2
OSTM1	212	8
OSTN	391	18
OTOA	253	6
OTOF	347	4
OTOG	174	6
OTOGL	300	4
OTOP1	395	2
OTOR	281	8
OTOS	177	2
OTP	597	18
OTUB1	944	12
OTUB2	907	4
OTUD1	282	4
OTUD4	437	12
